time,id,actual_x,actual_y,ema_x,ema_y,lstm_x,lstm_y
1769620991.7270968,1,-14.558700387437328,29.71506237326468,-13.617100651064069,29.344746107999008,-13.617100651064069,29.344746107999008
1769620991.7949965,1,-15.85201296363556,30.23190287463864,-14.946694160296797,29.870114523676868,-14.946694160296797,29.870114523676868
1769620991.8977923,1,-17.364655027875546,30.586046389115676,-16.305805582907553,30.338145928981746,-16.305805582907553,30.338145928981746
1769620992.1235037,2,-20.871212011104408,28.914781059739045,-20.066104485548536,28.706652378653956,-20.066104485548536,28.706652378653956
1769620997.3811746,7,-60.73728530466985,79.06033310715307,-61.1408559874409,79.31391824181235,-61.1408559874409,79.31391824181235
1769620997.4949875,7,-60.810739375410954,77.03654287467347,-60.759321525892176,78.45319603740919,-60.759321525892176,78.45319603740919
1769620997.6740026,7,-60.67273633639107,75.75728929572017,-60.76933846370498,76.65276680098748,-60.76933846370498,76.65276680098748
1769620997.8028803,7,-60.808838245301345,73.80901062897993,-60.71356690906414,75.17280569569809,-60.71356690906414,75.17280569569809
1769621001.8066869,11,-20.964373906599494,35.011553732765194,-21.758810054176124,36.18082502199945,-21.758810054176124,36.18082502199945
1769621001.9452424,11,-19.6632243214517,32.308814084709546,-20.574029031055154,34.200731838348496,-20.574029031055154,34.200731838348496
1769621002.0759478,11,-19.174994354467728,29.450610821495733,-19.516755331356507,31.451353105745397,-19.516755331356507,31.451353105745397
1769621002.1501226,11,-17.410429736707396,28.10197830342057,-18.645624969139625,29.04602106607318,-18.645624969139625,29.04602106607318
1769621002.3755445,12,-15.908498041303833,23.41245392987937,-16.563682750480982,24.352801836657534,-16.563682750480982,24.352801836657534
1769621003.159317,13,-6.885155511363636,13.515903867351085,-7.711651497608496,14.116780743467574,-7.711651497608496,14.116780743467574
1769621003.6122057,14,-2.8467526130424026,8.658371977212306,-3.656253312435555,9.341064564250505,-3.656253312435555,9.341064564250505
1769621003.6976757,14,-2.0478630820192927,8.123225087590509,-2.6070857537354692,8.497827910325768,-2.6070857537354692,8.497827910325768
1769621003.8129122,14,-1.2512419945122701,7.8053296706369135,-1.8088767557671859,8.027856462504431,-1.8088767557671859,8.027856462504431
1769621003.945173,14,-0.6235133121444166,7.583196680479771,-1.062923389801914,7.738689773589771,-1.062923389801914,7.738689773589771
1769621004.0231187,14,-0.07373209000490856,7.467852714132874,-0.4585789455025642,7.548593490575702,-0.4585789455025642,7.548593490575702
1769621004.1447968,14,0.45452160580526535,7.453709681116777,0.0847440187381436,7.463609804228045,0.0847440187381436,7.463609804228045
1769621004.206793,14,1.015518383221412,7.541207320326096,0.6228206390301094,7.479958972879572,0.5101500749588013,0.9935925602912903
1769621004.4645472,14,1.6059289353643833,7.688327959268351,1.1926415488643034,7.585343512008773,0.6700016260147095,0.9878700971603394
1769621004.5378966,14,2.5081772332769003,8.35569766073057,1.8766034247381382,7.888538869707016,0.6256626844406128,0.9949123859405518
1769621007.5197444,14,2.6875554643457273,8.537171942918874,2.5619907025975484,8.410139945387062,0.5609733462333679,0.9390562176704407
1769621007.6095874,14,1.8724018582279858,7.74530458373548,2.4430093825104047,8.299611735163856,0.5266106128692627,0.8311455845832825
1769621007.708009,14,1.6198404733871699,7.682816654582028,1.7966334427757409,7.726558204989445,0.5705668926239014,0.9623242616653442
1769621007.8734603,14,1.04403455858712,7.562496787806882,1.4470986989471548,7.646720694549483,0.5892492532730103,0.9288603663444519
1769621007.9880066,14,0.48185207126228313,7.443744114727501,0.8753798123896689,7.526870985883067,0.5579243898391724,0.9265431761741638
1769621008.0880463,14,-0.04026179401583072,7.450454368014027,0.325217911678849,7.445757190713458,0.46149423718452454,0.996138334274292
1769621008.1747165,14,-0.5748768468941244,7.555143019378996,-0.20064630987931883,7.481860963423517,0.34650498628616333,0.9826228022575378
1769621008.3264537,14,-1.2165963464902296,7.773848120340675,-0.767392696772956,7.6207545496675,0.33122149109840393,1.0015819072723389
1769621008.4644544,14,-2.017004295706993,8.09589431895623,-1.4567187312552585,7.8704619799253415,0.3955402374267578,0.9881830215454102
1769621008.5730178,14,-3.1454076625196357,8.894386656672085,-2.3555253057507857,8.335442020270985,0.46137526631355286,0.9764323234558105
1769621022.4824347,14,-2.640451158830325,8.399070634195999,-2.9939207114128426,8.745791849929258,0.4802199900150299,0.9279791712760925
1769621022.5776584,14,-1.8096821693348142,8.02110678204841,-2.3912204619816717,8.285681478551721,0.46943986415863037,0.9050400853157043
1769621022.6465986,14,-1.1118212417262832,7.745055617166951,-1.6003238910522548,7.938291432583972,0.4444318115711212,0.9080141186714172
